Island,Month,Year,Arrival_Type,Arrivals
HAWAI'I ISLAND,2,1993,Total,95260.12751049771
HAWAI'I ISLAND,1,1993,Domestic,74534.85681076716
HAWAI'I ISLAND,1,1993,International,37316.04359417593
HAWAI'I ISLAND,1,1993,Total,111850.9004049431
HAWAI'I ISLAND,7,1993,Domestic,76869.32166395895
HAWAI'I ISLAND,7,1993,International,19421.034191645187
HAWAI'I ISLAND,7,1993,Total,96290.35585560414
HAWAI'I ISLAND,6,1993,Domestic,66979.85231331897
HAWAI'I ISLAND,6,1993,International,22777.226551902677
HAWAI'I ISLAND,6,1993,Total,89757.07886522164
HAWAI'I ISLAND,3,1993,Domestic,76033.89404857342
HAWAI'I ISLAND,3,1993,International,26021.305904887016
HAWAI'I ISLAND,3,1993,Total,102055.19995346044
HAWAI'I ISLAND,5,1993,Domestic,61601.8921931559
HAWAI'I ISLAND,5,1993,International,23711.658096279076
HAWAI'I ISLAND,5,1993,Total,85313.55028943498
HAWAI'I ISLAND,11,1993,Domestic,66803.62638015219
HAWAI'I ISLAND,11,1993,International,17933.86440027006
HAWAI'I ISLAND,11,1993,Total,84737.49078042225
HAWAI'I ISLAND,10,1993,Domestic,75076.29953671696
HAWAI'I ISLAND,10,1993,International,22380.401342728004
HAWAI'I ISLAND,10,1993,Total,97456.70087944496
HAWAI'I ISLAND,9,1993,Domestic,60224.3831288041
HAWAI'I ISLAND,9,1993,International,27844.02930864289
HAWAI'I ISLAND,9,1993,Total,88068.41243744698
HAWAI'I ISLAND,4,1994,Domestic,71697.02517004934
HAWAI'I ISLAND,4,1994,International,17593.853146319576
HAWAI'I ISLAND,4,1994,Total,89290.87831636891
HAWAI'I ISLAND,8,1994,Domestic,66381.14558115318
HAWAI'I ISLAND,8,1994,International,19697.69073172483
HAWAI'I ISLAND,8,1994,Total,86078.836312878
HAWAI'I ISLAND,12,1994,Domestic,66721.98836144879
HAWAI'I ISLAND,12,1994,International,20453.265705890884
HAWAI'I ISLAND,12,1994,Total,87175.25406733967
HAWAI'I ISLAND,2,1994,Domestic,70847.86569590148
HAWAI'I ISLAND,2,1994,International,28501.34510158968
HAWAI'I ISLAND,2,1994,Total,99349.21079749116
HAWAI'I ISLAND,1,1994,Domestic,63551.77293454808
HAWAI'I ISLAND,1,1994,International,23520.415355450867
HAWAI'I ISLAND,1,1994,Total,87072.18828999894
HAWAI'I ISLAND,7,1994,Domestic,75407.93872107318
HAWAI'I ISLAND,7,1994,International,22218.15107083031
HAWAI'I ISLAND,7,1994,Total,97626.08979190349
HAWAI'I ISLAND,6,1994,Domestic,73030.22485500676
HAWAI'I ISLAND,6,1994,International,18399.61828864851
HAWAI'I ISLAND,6,1994,Total,91429.84314365528
HAWAI'I ISLAND,3,1994,Domestic,83200.52572998495
HAWAI'I ISLAND,3,1994,International,21701.80938433471
HAWAI'I ISLAND,3,1994,Total,104902.33511431966
HAWAI'I ISLAND,5,1994,Domestic,59300.34330923469
HAWAI'I ISLAND,5,1994,International,25357.68695861688
HAWAI'I ISLAND,5,1994,Total,84658.03026785157
HAWAI'I ISLAND,11,1994,Domestic,73250.24768724441
HAWAI'I ISLAND,11,1994,International,14081.717749854144
HAWAI'I ISLAND,11,1994,Total,87331.96543709855
HAWAI'I ISLAND,10,1994,Domestic,69198.2830241115
HAWAI'I ISLAND,10,1994,International,24257.17561776642
HAWAI'I ISLAND,10,1994,Total,93455.45864187792
HAWAI'I ISLAND,9,1994,Domestic,54304.858904056295
HAWAI'I ISLAND,9,1994,International,16860.018053716598
HAWAI'I ISLAND,9,1994,Total,71164.8769577729
HAWAI'I ISLAND,4,1995,Domestic,68199.65639378641
HAWAI'I ISLAND,4,1995,International,13101.614828560672
HAWAI'I ISLAND,4,1995,Total,81301.27122234709
HAWAI'I ISLAND,8,1995,Domestic,64761.11596814521
HAWAI'I ISLAND,8,1995,International,24656.339256268155
HAWAI'I ISLAND,8,1995,Total,89417.45522441337
HAWAI'I ISLAND,12,1995,Domestic,63855.14550021602
HAWAI'I ISLAND,12,1995,International,25530.353490773632
HAWAI'I ISLAND,12,1995,Total,89385.49899098965
HAWAI'I ISLAND,2,1995,Domestic,75532.0145042173
HAWAI'I ISLAND,2,1995,International,16148.2815983038
HAWAI'I ISLAND,2,1995,Total,91680.2961025211
HAWAI'I ISLAND,1,1995,Domestic,71338.89895166068
HAWAI'I ISLAND,1,1995,International,20703.914158725547
HAWAI'I ISLAND,1,1995,Total,92042.81311038623
HAWAI'I ISLAND,7,1995,Domestic,74794.85536728539
HAWAI'I ISLAND,7,1995,International,40182.37628305295
HAWAI'I ISLAND,7,1995,Total,114977.23165033833
HAWAI'I ISLAND,6,1995,Domestic,70380.58790524244
HAWAI'I ISLAND,6,1995,International,24479.964560194498
HAWAI'I ISLAND,6,1995,Total,94860.55246543694
HAWAI'I ISLAND,3,1995,Domestic,75499.66633074621
HAWAI'I ISLAND,3,1995,International,24065.626677204633
HAWAI'I ISLAND,3,1995,Total,99565.29300795085
HAWAI'I ISLAND,5,1995,Domestic,58368.26074516477
HAWAI'I ISLAND,5,1995,International,23562.970018844935
HAWAI'I ISLAND,5,1995,Total,81931.2307640097
HAWAI'I ISLAND,11,1995,Domestic,64013.398842951276
HAWAI'I ISLAND,11,1995,International,18847.47073409927
HAWAI'I ISLAND,11,1995,Total,82860.86957705054
HAWAI'I ISLAND,10,1995,Domestic,71131.97423875568
HAWAI'I ISLAND,10,1995,International,21944.75471155558
HAWAI'I ISLAND,10,1995,Total,93076.72895031126
HAWAI'I ISLAND,9,1995,Domestic,53320.9994320064
HAWAI'I ISLAND,9,1995,International,16626.900366805276
HAWAI'I ISLAND,9,1995,Total,69947.89979881168
HAWAI'I ISLAND,4,1996,Domestic,66433.55705304915
HAWAI'I ISLAND,4,1996,International,9973.18303365566
HAWAI'I ISLAND,4,1996,Total,76406.74008670481
HAWAI'I ISLAND,8,1996,Domestic,73494.9489220736
HAWAI'I ISLAND,8,1996,International,38403.85253986139
HAWAI'I ISLAND,8,1996,Total,111898.80146193499
HAWAI'I ISLAND,12,1996,Domestic,67478.77976918148
HAWAI'I ISLAND,12,1996,International,35529.40181690179
HAWAI'I ISLAND,12,1996,Total,103008.18158608326
HAWAI'I ISLAND,2,1996,Domestic,75946.69803901583
HAWAI'I ISLAND,2,1996,International,16190.288878195273
HAWAI'I ISLAND,2,1996,Total,92136.9869172111
HAWAI'I ISLAND,1,1996,Domestic,67931.78927328739
HAWAI'I ISLAND,1,1996,International,18303.197208697995
HAWAI'I ISLAND,1,1996,Total,86234.98648198538
HAWAI'I ISLAND,7,1996,Domestic,75829.06146625425
HAWAI'I ISLAND,7,1996,International,36040.70016933272
HAWAI'I ISLAND,7,1996,Total,111869.76163558697
HAWAI'I ISLAND,6,1996,Domestic,77387.65465140162
HAWAI'I ISLAND,6,1996,International,37711.22736829836
HAWAI'I ISLAND,6,1996,Total,115098.88201969999
HAWAI'I ISLAND,3,1996,Domestic,73529.99396670761
HAWAI'I ISLAND,3,1996,International,19442.43037753901
HAWAI'I ISLAND,3,1996,Total,92972.42434424662
HAWAI'I ISLAND,5,1996,Domestic,65650.07166428216
HAWAI'I ISLAND,5,1996,International,27195.044095634676
HAWAI'I ISLAND,5,1996,Total,92845.11575991684
HAWAI'I ISLAND,11,1996,Domestic,65561.7020449478
HAWAI'I ISLAND,11,1996,International,30284.880176245504
HAWAI'I ISLAND,11,1996,Total,95846.5822211933
HAWAI'I ISLAND,10,1996,Domestic,70913.86030354221
HAWAI'I ISLAND,10,1996,International,28222.594619359636
HAWAI'I ISLAND,10,1996,Total,99136.45492290184
HAWAI'I ISLAND,9,1996,Domestic,58533.552719599415
HAWAI'I ISLAND,9,1996,International,27711.33543626544
HAWAI'I ISLAND,9,1996,Total,86244.88815586486
HAWAI'I ISLAND,4,1997,Domestic,73581.92364271356
HAWAI'I ISLAND,4,1997,International,24409.22721162475
HAWAI'I ISLAND,4,1997,Total,97991.15085433831
HAWAI'I ISLAND,8,1997,Domestic,76303.28460544039
HAWAI'I ISLAND,8,1997,International,43797.07661997807
HAWAI'I ISLAND,8,1997,Total,120100.36122541846
HAWAI'I ISLAND,12,1997,Domestic,71771.76067877449
HAWAI'I ISLAND,12,1997,International,30332.388400360283
HAWAI'I ISLAND,12,1997,Total,102104.14907913478
HAWAI'I ISLAND,2,1997,Domestic,76117.84124015301
HAWAI'I ISLAND,2,1997,International,34401.32862014106
HAWAI'I ISLAND,2,1997,Total,110519.16986029406
HAWAI'I ISLAND,1,1997,Domestic,71264.46782034215
HAWAI'I ISLAND,1,1997,International,30972.364654335943
HAWAI'I ISLAND,1,1997,Total,102236.83247467809
HAWAI'I ISLAND,7,1997,Domestic,78024.02021556387
HAWAI'I ISLAND,7,1997,International,33993.208875842836
HAWAI'I ISLAND,7,1997,Total,112017.22909140671
HAWAI'I ISLAND,6,1997,Domestic,73620.72918496831
HAWAI'I ISLAND,6,1997,International,18729.370581724626
HAWAI'I ISLAND,6,1997,Total,92350.09976669293
HAWAI'I ISLAND,3,1997,Domestic,83306.50130454922
HAWAI'I ISLAND,3,1997,International,32500.90179516486
HAWAI'I ISLAND,3,1997,Total,115807.40309971408
HAWAI'I ISLAND,5,1997,Domestic,64616.1862254245
HAWAI'I ISLAND,5,1997,International,23660.77435897333
HAWAI'I ISLAND,5,1997,Total,88276.96058439784
HAWAI'I ISLAND,11,1997,Domestic,72083.25056043413
HAWAI'I ISLAND,11,1997,International,20369.25079867491
HAWAI'I ISLAND,11,1997,Total,92452.50135910904
HAWAI'I ISLAND,10,1997,Domestic,71798.66104572256
HAWAI'I ISLAND,10,1997,International,25872.447547266394
HAWAI'I ISLAND,10,1997,Total,97671.10859298895
HAWAI'I ISLAND,9,1997,Domestic,59891.86671511452
HAWAI'I ISLAND,9,1997,International,13662.152320297093
HAWAI'I ISLAND,9,1997,Total,73554.01903541162
HAWAI'I ISLAND,4,1998,Domestic,77432.60047766623
HAWAI'I ISLAND,4,1998,International,27099.506968639267
HAWAI'I ISLAND,4,1998,Total,104532.1074463055
HAWAI'I ISLAND,8,1998,Domestic,74963.22425325082
HAWAI'I ISLAND,8,1998,International,42998.66278580774
HAWAI'I ISLAND,8,1998,Total,117961.88703905857
HAWAI'I ISLAND,12,1998,Domestic,76353.59681308214
HAWAI'I ISLAND,12,1998,International,39563.62026309783
HAWAI'I ISLAND,12,1998,Total,115917.21707617998
HAWAI'I ISLAND,2,1998,Domestic,80025.69374932692
HAWAI'I ISLAND,2,1998,International,45110.519506416524
HAWAI'I ISLAND,2,1998,Total,125136.21325574344
HAWAI'I ISLAND,1,1998,Domestic,75495.71883615475
HAWAI'I ISLAND,1,1998,International,36890.897943870994
HAWAI'I ISLAND,1,1998,Total,112386.61678002574
HAWAI'I ISLAND,7,1998,Domestic,82372.54035001558
HAWAI'I ISLAND,7,1998,International,36193.45156213535
HAWAI'I ISLAND,7,1998,Total,118565.99191215093
HAWAI'I ISLAND,6,1998,Domestic,76831.02060462037
HAWAI'I ISLAND,6,1998,International,30212.343823708987
HAWAI'I ISLAND,6,1998,Total,107043.36442832935
HAWAI'I ISLAND,3,1998,Domestic,83792.95734908254
HAWAI'I ISLAND,3,1998,International,35373.200018509495
HAWAI'I ISLAND,3,1998,Total,119166.15736759204
HAWAI'I ISLAND,5,1998,Domestic,77219.1103673397
HAWAI'I ISLAND,5,1998,International,29652.72800727219
HAWAI'I ISLAND,5,1998,Total,106871.83837461189
HAWAI'I ISLAND,11,1998,Domestic,71393.34628221045
HAWAI'I ISLAND,11,1998,International,32628.181416561903
HAWAI'I ISLAND,11,1998,Total,104021.52769877235
HAWAI'I ISLAND,10,1998,Domestic,82358.33695593779
HAWAI'I ISLAND,10,1998,International,26145.4780722535
HAWAI'I ISLAND,10,1998,Total,108503.81502819128
HAWAI'I ISLAND,9,1998,Domestic,68798.69544323531
HAWAI'I ISLAND,9,1998,International,31862.059220444084
HAWAI'I ISLAND,9,1998,Total,100660.7546636794
HAWAI'I ISLAND,4,1999,Domestic,77727.85964201258
HAWAI'I ISLAND,4,1999,International,27255.48021815875
HAWAI'I ISLAND,4,1999,Total,104983.33986017134
HAWAI'I ISLAND,8,1999,Domestic,79439.9723995998
HAWAI'I ISLAND,8,1999,International,30221.714688249423
HAWAI'I ISLAND,8,1999,Total,109661.68708784923
HAWAI'I ISLAND,12,1999,Domestic,70643.85044193875
HAWAI'I ISLAND,12,1999,International,33118.57556203732
HAWAI'I ISLAND,12,1999,Total,103762.42600397606
HAWAI'I ISLAND,2,1999,Domestic,77832.21255321262
HAWAI'I ISLAND,2,1999,International,31848.065754683466
HAWAI'I ISLAND,2,1999,Total,109680.2783078961
HAWAI'I ISLAND,1,1999,Domestic,76951.48728461537
HAWAI'I ISLAND,1,1999,International,30446.78448302212
HAWAI'I ISLAND,1,1999,Total,107398.27176763749
HAWAI'I ISLAND,7,1999,Domestic,91215.55679657753
HAWAI'I ISLAND,7,1999,International,32702.31243192959
HAWAI'I ISLAND,7,1999,Total,123917.86922850712
HAWAI'I ISLAND,6,1999,Domestic,79550.47743787474
HAWAI'I ISLAND,6,1999,International,28203.175079732537
HAWAI'I ISLAND,6,1999,Total,107753.65251760728
HAWAI'I ISLAND,3,1999,Domestic,87863.88759465243
HAWAI'I ISLAND,3,1999,International,32827.57213847228
HAWAI'I ISLAND,3,1999,Total,120691.4597331247
HAWAI'I ISLAND,5,1999,Domestic,69623.13235856674
HAWAI'I ISLAND,5,1999,International,29652.0975841329
HAWAI'I ISLAND,5,1999,Total,99275.22994269963
HAWAI'I ISLAND,11,1999,Domestic,74146.66411193533
HAWAI'I ISLAND,11,1999,International,28029.48666983323
HAWAI'I ISLAND,11,1999,Total,102176.15078176856
HAWAI'I ISLAND,10,1999,Domestic,91645.46246901168
HAWAI'I ISLAND,10,1999,International,31995.719765648962
HAWAI'I ISLAND,10,1999,Total,123641.18223466064
HAWAI'I ISLAND,9,1999,Domestic,65718.57445097348
HAWAI'I ISLAND,9,1999,International,29059.663066435358
HAWAI'I ISLAND,9,1999,Total,94778.23751740884
HAWAI'I ISLAND,4,2000,Domestic,79895.48504910382
HAWAI'I ISLAND,4,2000,International,26969.771574896633
HAWAI'I ISLAND,4,2000,Total,106865.25662400045
HAWAI'I ISLAND,8,2000,Domestic,77356.0
HAWAI'I ISLAND,8,2000,International,34319.234937900444
HAWAI'I ISLAND,8,2000,Total,111675.23493790044
HAWAI'I ISLAND,12,2000,Domestic,70947.0
HAWAI'I ISLAND,12,2000,International,32789.283059186644
HAWAI'I ISLAND,12,2000,Total,103736.28305918665
HAWAI'I ISLAND,2,2000,Domestic,79038.98756269747
HAWAI'I ISLAND,2,2000,International,29467.448604634796
HAWAI'I ISLAND,2,2000,Total,108506.43616733226
HAWAI'I ISLAND,1,2000,Domestic,66671.0
HAWAI'I ISLAND,1,2000,International,32887.49255982919
HAWAI'I ISLAND,1,2000,Total,99558.49255982919
HAWAI'I ISLAND,7,2000,Domestic,92864.0
HAWAI'I ISLAND,7,2000,International,29981.21466979647
HAWAI'I ISLAND,7,2000,Total,122845.21466979646
HAWAI'I ISLAND,6,2000,Domestic,85769.80389217289
HAWAI'I ISLAND,6,2000,International,24529.603036072258
HAWAI'I ISLAND,6,2000,Total,110299.40692824515
HAWAI'I ISLAND,3,2000,Domestic,87514.35879542031
HAWAI'I ISLAND,3,2000,International,26728.550207453616
HAWAI'I ISLAND,3,2000,Total,114242.90900287393
HAWAI'I ISLAND,5,2000,Domestic,75007.17436129297
HAWAI'I ISLAND,5,2000,International,30083.44608842303
HAWAI'I ISLAND,5,2000,Total,105090.62044971599
HAWAI'I ISLAND,11,2000,Domestic,67109.0
HAWAI'I ISLAND,11,2000,International,23223.883087588503
HAWAI'I ISLAND,11,2000,Total,90332.8830875885
HAWAI'I ISLAND,10,2000,Domestic,80368.0
HAWAI'I ISLAND,10,2000,International,22910.0252441553
HAWAI'I ISLAND,10,2000,Total,103278.0252441553
HAWAI'I ISLAND,9,2000,Domestic,62815.0
HAWAI'I ISLAND,9,2000,International,28718.74929655676
HAWAI'I ISLAND,9,2000,Total,91533.74929655677
HAWAI'I ISLAND,4,2001,Domestic,68848.0
HAWAI'I ISLAND,4,2001,International,28358.286302093944
HAWAI'I ISLAND,4,2001,Total,97206.28630209394
HAWAI'I ISLAND,8,2001,Domestic,82174.0
HAWAI'I ISLAND,8,2001,International,35778.477999793446
HAWAI'I ISLAND,8,2001,Total,117952.47799979345
HAWAI'I ISLAND,12,2001,Domestic,70149.0
HAWAI'I ISLAND,12,2001,International,22402.26466418385
HAWAI'I ISLAND,12,2001,Total,92551.26466418385
HAWAI'I ISLAND,2,2001,Domestic,75251.0
HAWAI'I ISLAND,2,2001,International,28622.05932824966
HAWAI'I ISLAND,2,2001,Total,103873.05932824966
HAWAI'I ISLAND,1,2001,Domestic,71621.0
HAWAI'I ISLAND,1,2001,International,32245.935117649326
HAWAI'I ISLAND,1,2001,Total,103866.93511764932
HAWAI'I ISLAND,7,2001,Domestic,90607.8
HAWAI'I ISLAND,7,2001,International,32718.306936058474
HAWAI'I ISLAND,7,2001,Total,123326.10693605848
HAWAI'I ISLAND,6,2001,Domestic,85235.6
HAWAI'I ISLAND,6,2001,International,27042.858298712967
HAWAI'I ISLAND,6,2001,Total,112278.45829871297
HAWAI'I ISLAND,3,2001,Domestic,85294.0
HAWAI'I ISLAND,3,2001,International,27930.434478759573
HAWAI'I ISLAND,3,2001,Total,113224.43447875958
HAWAI'I ISLAND,5,2001,Domestic,67152.0
HAWAI'I ISLAND,5,2001,International,27784.024375648336
HAWAI'I ISLAND,5,2001,Total,94936.02437564834
HAWAI'I ISLAND,11,2001,Domestic,58446.0
HAWAI'I ISLAND,11,2001,International,19124.414460296775
HAWAI'I ISLAND,11,2001,Total,77570.41446029677
HAWAI'I ISLAND,10,2001,Domestic,65352.0
HAWAI'I ISLAND,10,2001,International,15229.366253782679
HAWAI'I ISLAND,10,2001,Total,80581.36625378267
HAWAI'I ISLAND,9,2001,Domestic,48484.0
HAWAI'I ISLAND,9,2001,International,15699.848194514043
HAWAI'I ISLAND,9,2001,Total,64183.848194514045
HAWAI'I ISLAND,4,2002,Domestic,73791.34038998312
HAWAI'I ISLAND,4,2002,International,20612.979022588628
HAWAI'I ISLAND,4,2002,Total,94404.31941257174
HAWAI'I ISLAND,8,2002,Domestic,82789.98186974996
HAWAI'I ISLAND,8,2002,International,34325.8359138233
HAWAI'I ISLAND,8,2002,Total,117115.81778357326
HAWAI'I ISLAND,12,2002,Domestic,79335.27541689816
HAWAI'I ISLAND,12,2002,International,31013.660808232704
HAWAI'I ISLAND,12,2002,Total,110348.93622513086
HAWAI'I ISLAND,2,2002,Domestic,76421.71665182317
HAWAI'I ISLAND,2,2002,International,27260.602805386196
HAWAI'I ISLAND,2,2002,Total,103682.31945720936
HAWAI'I ISLAND,1,2002,Domestic,71051.91306835938
HAWAI'I ISLAND,1,2002,International,24732.0
HAWAI'I ISLAND,1,2002,Total,95783.91306835938
HAWAI'I ISLAND,7,2002,Domestic,88080.39935789577
HAWAI'I ISLAND,7,2002,International,27102.172284687444
HAWAI'I ISLAND,7,2002,Total,115182.57164258322
HAWAI'I ISLAND,6,2002,Domestic,84779.49065413677
HAWAI'I ISLAND,6,2002,International,27133.639966501996
HAWAI'I ISLAND,6,2002,Total,111913.13062063877
HAWAI'I ISLAND,3,2002,Domestic,78918.00850760732
HAWAI'I ISLAND,3,2002,International,33499.45654818794
HAWAI'I ISLAND,3,2002,Total,112417.46505579526
HAWAI'I ISLAND,5,2002,Domestic,69916.50853656173
HAWAI'I ISLAND,5,2002,International,19086.790465861934
HAWAI'I ISLAND,5,2002,Total,89003.29900242366
HAWAI'I ISLAND,11,2002,Domestic,69512.614881279
HAWAI'I ISLAND,11,2002,International,27372.28666047854
HAWAI'I ISLAND,11,2002,Total,96884.90154175754
HAWAI'I ISLAND,10,2002,Domestic,83050.00108405377
HAWAI'I ISLAND,10,2002,International,27621.869471765283
HAWAI'I ISLAND,10,2002,Total,110671.87055581906
HAWAI'I ISLAND,9,2002,Domestic,61032.81351658343
HAWAI'I ISLAND,9,2002,International,24872.180545404823
HAWAI'I ISLAND,9,2002,Total,85904.99406198825
HAWAI'I ISLAND,4,2003,Domestic,80737.98136920549
HAWAI'I ISLAND,4,2003,International,14419.647683256671
HAWAI'I ISLAND,4,2003,Total,95157.62905246216
HAWAI'I ISLAND,8,2003,Domestic,85572.13753017299
HAWAI'I ISLAND,8,2003,International,29659.147048836967
HAWAI'I ISLAND,8,2003,Total,115231.28457900995
HAWAI'I ISLAND,12,2003,Domestic,79711.6766472918
HAWAI'I ISLAND,12,2003,International,25736.2362071418
HAWAI'I ISLAND,12,2003,Total,105447.9128544336
